Date,ABB.ST,ALFA.ST,ASSA-B.ST,ATCO-A.ST,ATCO-B.ST,AZN.ST,BOL.ST,ELUX-B.ST,ERIC-B.ST,ESSITY-B.ST,EVO.ST,GETI-B.ST,HEXA-B.ST,HM-B.ST,INVE-B.ST,KINV-B.ST,NDA-SE.ST,NIBE-B.ST,SAAB-B.ST,SAND.ST,SBB-B.ST,SCA-B.ST,SEB-A.ST,SHB-A.ST,SINCH.ST,SKF-B.ST,SWED-A.ST,TEL2-B.ST,TELIA.ST,VOLV-B.ST
2023-05-31,0.0723737494271317,0.038082499555431415,-0.012710121884958014,0.06718425326865729,0.040365690752213634,0.042686981960888826,-0.06874222527183638,-0.07538019362815496,-0.004435082775749666,-0.07177346135426177,0.044089638168135714,-0.04001536423752283,0.07769739736939818,-0.07583056957605583,0.01916495881446645,-0.0720882077064291,-0.06273068298988604,-0.09035166719221377,0.026407204384107263,-0.08561151505419162,-0.621380630787946,0.024563890064534855,-0.026180237373469528,-0.05385123662462932,-0.16469501106685314,-0.07231519970698663,-0.06713486346564834,-0.06506572305402991,-0.11519607108454455,-0.050047443192406615
2023-06-30,0.06799300331149749,0.008209374128512748,0.07558132194160438,-0.016766818404740147,-0.017203531576457043,-0.017454808081831863,-0.05719480688201051,0.030090995349326022,0.04080544471782099,-0.004507651115049027,-0.04194723863977934,-0.24268540062609734,0.05524638382608926,0.36724742526408427,-0.022660255254522754,-0.0407705046774679,0.09955016515073023,-0.011105709699336996,-0.012863798447458996,0.10254393034305553,0.18949643957975715,-0.04482281601318694,0.05024238989982144,0.05365048138555495,0.07767210097138455,0.09133226394686811,0.095152005185414,-0.09614600080044755,-0.0641075911772927,0.11360794623452097
2023-07-31,-0.00683804524789644,0.00229002217812857,-0.023165995598067535,-0.03667960242558288,-0.032029919221042924,-0.027131703839485155,-0.004654120952466978,-0.11684780777740078,-0.09450443303150036,-0.09125741364772322,-0.049641263762557286,0.03810532594716287,-0.23201505364812547,-0.04525313873026382,-0.0032459588828328556,-0.038487284035527036,0.015174713208486734,-0.07480473218251293,-0.048696914752574094,0.017126609572016394,0.09955244263756957,0.017097190736516943,0.07049940583571512,0.022802849862128216,0.12217660512784612,0.06929632596022617,0.06103927453686264,-0.11108621018999576,-0.023026701097659585,0.04058293720969686
2023-08-31,-0.01092115169698471,-0.022086749107968928,-0.024110714832594193,-0.0317300642927536,-0.02770293620079023,-0.006836014365623422,-0.05981940979942346,-0.07192306518554692,0.06504079707885002,-0.019930985311713334,-0.08613254239926926,-0.029569117812887624,-0.03972536280448835,-0.05271498127351115,-0.01791109338580288,-0.10233204018675524,0.009237465502523134,-0.13257336265213138,0.04289835328742564,-0.029934586596506163,-0.22607265196208604,0.044349041156799496,-0.003136056130392584,-0.011255457283867565,-0.15736508780783698,-0.11390827988210905,0.0062192210955980265,-0.023731518848653765,-0.022978315252893733,-0.046757163340305
2023-09-30,-0.06144980293133617,-0.02440298299564947,-0.0352368649160838,0.01586751612223658,0.014641896472557203,-0.002675661241850369,0.0785457181454885,-0.06299211254042902,-0.02879161629776772,-0.0774344424572947,-0.06727359858528992,0.012345584181962854,-0.046169617115790484,-0.0717697634152602,-0.006158276652135308,-0.15316014321370808,-0.0004992429275527677,-0.12630802606293534,-0.03767717664296577,-0.027965220706366867,0.1366026431356504,0.027054770592218613,0.02752652083889018,0.06786332217544966,-0.16577630830242984,0.02475388126286515,0.03682725949249521,0.0819758579247869,0.020805118136268508,0.019891543054746386
2023-10-31,-0.04347829832544503,-0.04044701814727891,-0.00293871426086334,-0.012900528063085503,-0.01569642937855864,-0.05868540284378865,-0.09127047319973514,-0.17204780232276418,-0.06225392362922366,0.07799913113464219,-0.10348877050542427,0.03995849750909186,-0.02869993844416352,-0.03962436624280907,-0.025738893206325164,-0.13021972517131553,-0.023476459936112692,-0.10612817065076607,0.027298826782573116,-0.05952381968194709,-0.1907202521149396,0.020006701290708362,-0.04860311402202455,-0.026240170706733568,-0.0835068761069434,-0.011254469655774701,-0.0921510582616788,-0.014683373617541462,0.06762981999362361,-0.020833365075917043
2023-11-30,0.11524063520925676,0.08541320842672362,0.14236591670670973,0.12274612127442408,0.10715714510970842,-0.04488785710174403,-0.020472472754449633,0.10309830858113722,0.03899214160205733,0.032245350598052,0.0962799076659635,0.1127744808434481,0.15656014734319768,0.14751765724328614,0.07121348291452057,0.03116444493425652,-0.00034100034462802853,-0.03459022565356984,-0.05734255213516137,0.0917721025668603,0.15283560798376294,0.01896041582452801,0.021721617810064542,0.04631578625525301,0.6936491921721997,0.09439206785121423,0.052530820317696625,0.0394238626370198,0.05463759979928606,0.10117700531565599
2023-12-31,0.06760961420021494,0.030659187264815868,0.08038698284228807,0.07195804287455254,0.07908992549627292,0.009697944869514918,0.12361565970534372,0.04697335083894516,0.21458817438495292,-0.04761897992993758,0.10557279101229367,0.005829609831092153,0.15300286087295167,0.05193559626027544,0.07208441385033981,0.10373693873239564,0.06361924782125761,0.14267277336817052,0.12685447762725355,0.053623260997224254,0.357640810174251,-0.030477962541928805,0.09291334339028334,0.10110655596809681,0.2580914858172014,0.021308994272055903,0.05692746990485764,0.0520300225838759,0.03333354765255314,0.07584800025247196
2024-01-31,-0.007859847065229353,-0.04784336217461305,-0.012400794711617591,-0.03802938510986065,-0.03112456109204964,0.02918353474040214,-0.11939581727896154,-0.09343199460395013,-0.08524800723433867,-0.021200041038491935,0.017301693996377265,-0.0026749949758027025,-0.05746172263230964,-0.16498689603643635,0.053104847464708005,0.043940796179910535,0.028223252322766346,-0.11384188070399837,0.10730748612437635,0.005960502564267944,-0.04719596178878627,-0.05989423266311322,0.06736310745751806,0.028323483531909943,-0.13742999226789,0.02285130952137493,0.04672894162317265,0.026808452608002797,0.04469482673263481,-0.045089913631475964
2024-02-29,0.08329562201972895,0.014579560144793557,0.030345230812540258,0.07666967585636897,0.06977558291509545,-0.04590753190846997,-0.05271720744652986,-0.09591838291713173,-0.025982980728365246,-0.012259905569310336,0.0968111694139202,-0.08270009539941203,0.0644736249712583,-0.04759969323089752,0.058967105206277015,-0.02835619841834569,-0.017935127903923043,-0.07905641892668358,0.21343636265962274,0.06153146314974123,-0.2404144617907117,0.03238291385932612,0.03813710359540301,0.09995564145911362,-0.19734199719418433,0.09664895670317786,0.06860898970529439,-0.021832127403853874,-0.06471567420506819,0.14085638059426797
